ts,probe_type,seq,event_detected,event_keys,wifi_up,ping_ok,ping_rtt_ms,dns_all_ok,dns_latency_max_ms,rtt_avg_ms,loss_pct,throughput_avg_mbps,detail
2026-04-21T07:01:58.985903+00:00,fast,277,False,,True,True,47.7,True,85.7,,,,
2026-04-21T07:02:01.919209+00:00,fast,278,True,S3_PACKET_LOSS_BURST,True,False,,False,1058.0,,,,"S3_PACKET_LOSS_BURST:ping=TIMEOUT  wifi=UP  dns=FAIL(google.com,its.ac.id)"
2026-04-21T07:02:05.911594+00:00,fast,279,True,S6_CONNECTIVITY_FLAP,True,False,,False,1065.07,,,,S6_CONNECTIVITY_FLAP:ping=FAIL  all_dns=FAIL  wifi=UP  (upstream down)
2026-04-21T07:02:09.053177+00:00,fast,280,True,S6_CONNECTIVITY_FLAP,True,False,,False,1065.8,,,,S6_CONNECTIVITY_FLAP:ping=FAIL  all_dns=FAIL  wifi=UP  (upstream down)
2026-04-21T07:02:09.930436+00:00,fast,281,False,,True,True,716.0,True,77.25,,,,
2026-04-21T07:02:11.276068+00:00,fast,282,False,,True,True,48.4,True,83.23,,,,
2026-04-21T07:02:02.360672+00:00,telemetry,,False,,,,,,,,,,
2026-04-21T07:02:13.335611+00:00,fast,283,False,,True,True,36.1,True,147.33,,,,
2026-04-21T07:02:15.257184+00:00,fast,284,False,,True,True,45.7,True,73.65,,,,
2026-04-21T07:02:17.441631+00:00,fast,285,False,,True,True,68.6,True,234.38,,,,
2026-04-21T07:02:19.253635+00:00,fast,286,False,,True,True,38.4,True,75.49,,,,
2026-04-21T07:02:21.333561+00:00,fast,287,False,,True,True,64.2,True,133.1,,,,
2026-04-21T07:02:23.282695+00:00,fast,288,False,,True,True,61.0,True,82.8,,,,
2026-04-21T07:02:25.265775+00:00,fast,289,False,,True,True,47.4,True,80.95,,,,
2026-04-21T07:02:27.261523+00:00,fast,290,False,,True,True,53.7,True,70.62,,,,
2026-04-21T07:02:29.276459+00:00,fast,291,False,,True,True,53.0,True,82.2,,,,
2026-04-21T07:02:31.256508+00:00,fast,292,False,,True,True,45.6,True,71.35,,,,
2026-04-21T07:02:33.465246+00:00,fast,293,False,,True,True,180.0,True,108.15,,,,
2026-04-21T07:02:32.361166+00:00,telemetry,,False,,,,,,,64.947,0.0,,
2026-04-21T07:02:35.268168+00:00,fast,294,False,,True,True,47.3,True,82.75,,,,
2026-04-21T07:02:37.265011+00:00,fast,295,False,,True,True,49.1,True,73.58,,,,
2026-04-21T07:02:32.362052+00:00,throughput,,False,,,,,,,,,14.163356,
2026-04-21T07:02:39.271396+00:00,fast,296,False,,True,True,63.4,True,69.3,,,,
2026-04-21T07:02:41.254651+00:00,fast,297,False,,True,True,46.2,True,69.75,,,,
2026-04-21T07:02:43.277150+00:00,fast,298,False,,True,True,47.6,True,89.39,,,,
2026-04-21T07:02:45.257062+00:00,fast,299,False,,True,True,46.0,True,71.98,,,,
2026-04-21T07:02:47.255037+00:00,fast,300,False,,True,True,48.2,True,69.25,,,,
2026-04-21T07:02:49.270551+00:00,fast,301,False,,True,True,47.9,True,78.97,,,,
2026-04-21T07:02:51.248149+00:00,fast,302,False,,True,True,33.9,True,73.17,,,,
2026-04-21T07:02:53.273436+00:00,fast,303,False,,True,True,54.0,True,75.05,,,,
2026-04-21T07:02:55.276994+00:00,fast,304,False,,True,True,55.9,True,78.88,,,,
2026-04-21T07:02:57.245117+00:00,fast,305,False,,True,True,30.0,True,71.32,,,,
2026-04-21T07:02:59.261367+00:00,fast,306,False,,True,True,47.7,True,70.89,,,,
2026-04-21T07:03:01.284268+00:00,fast,307,False,,True,True,48.7,True,88.48,,,,
2026-04-21T07:03:03.248927+00:00,fast,308,False,,True,True,32.2,True,72.43,,,,
2026-04-21T07:03:02.361646+00:00,telemetry,,False,,,,,,,51.909,0.0,,
2026-04-21T07:03:05.278005+00:00,fast,309,False,,True,True,52.6,True,79.6,,,,
2026-04-21T07:03:07.259009+00:00,fast,310,False,,True,True,45.3,True,71.88,,,,
2026-04-21T07:03:09.264897+00:00,fast,311,False,,True,True,47.3,True,72.16,,,,
2026-04-21T07:03:11.277937+00:00,fast,312,False,,True,True,55.8,True,74.93,,,,
2026-04-21T07:03:13.263251+00:00,fast,313,False,,True,True,46.0,True,71.31,,,,
2026-04-21T07:03:15.267701+00:00,fast,314,False,,True,True,48.0,True,71.23,,,,
2026-04-21T07:03:17.324171+00:00,fast,315,False,,True,True,34.0,True,140.34,,,,
2026-04-21T07:03:19.288683+00:00,fast,316,False,,True,True,56.3,True,84.48,,,,
2026-04-21T07:03:21.274498+00:00,fast,317,False,,True,True,53.4,True,74.42,,,,
2026-04-21T07:03:23.291808+00:00,fast,318,False,,True,True,59.1,True,86.63,,,,
2026-04-21T07:03:25.275252+00:00,fast,319,False,,True,True,46.7,True,78.32,,,,
2026-04-21T07:03:27.268755+00:00,fast,320,False,,True,True,48.6,True,71.76,,,,
2026-04-21T07:03:29.276862+00:00,fast,321,False,,True,True,47.2,True,75.09,,,,
2026-04-21T07:03:31.268678+00:00,fast,322,False,,True,True,47.8,True,71.09,,,,
2026-04-21T07:03:33.341564+00:00,fast,323,False,,True,True,58.9,True,106.77,,,,
2026-04-21T07:03:32.362127+00:00,telemetry,,False,,,,,,,56.398,0.0,,
2026-04-21T07:03:35.313872+00:00,fast,324,False,,True,True,49.0,True,108.92,,,,
2026-04-21T07:03:37.281902+00:00,fast,325,False,,True,True,47.2,True,83.48,,,,
2026-04-21T07:03:32.362737+00:00,throughput,,False,,,,,,,,,15.849172,
2026-04-21T07:03:39.273760+00:00,fast,326,False,,True,True,50.3,True,72.84,,,,
2026-04-21T07:03:41.304886+00:00,fast,327,False,,True,True,47.6,True,102.91,,,,
2026-04-21T07:03:43.300617+00:00,fast,328,False,,True,True,48.7,True,99.01,,,,
2026-04-21T07:03:45.298404+00:00,fast,329,False,,True,True,49.7,True,84.6,,,,
2026-04-21T07:03:47.280304+00:00,fast,330,False,,True,True,55.7,True,72.63,,,,
2026-04-21T07:03:49.286259+00:00,fast,331,False,,True,True,54.3,True,78.68,,,,
2026-04-21T07:03:51.284255+00:00,fast,332,False,,True,True,46.7,True,78.98,,,,
2026-04-21T07:03:53.374142+00:00,fast,333,False,,True,True,49.9,True,163.7,,,,
2026-04-21T07:03:55.273048+00:00,fast,334,False,,True,True,48.2,True,70.34,,,,
2026-04-21T07:03:57.278251+00:00,fast,335,False,,True,True,48.4,True,72.82,,,,
2026-04-21T07:03:59.268670+00:00,fast,336,False,,True,True,45.4,True,69.52,,,,
2026-04-21T07:04:01.281034+00:00,fast,337,False,,True,True,45.7,True,82.18,,,,
2026-04-21T07:04:03.264029+00:00,fast,338,False,,True,True,30.9,True,75.9,,,,
2026-04-21T07:04:02.362565+00:00,telemetry,,False,,,,,,,45.856,0.0,,
2026-04-21T07:04:05.273015+00:00,fast,339,False,,True,True,45.8,True,70.86,,,,
2026-04-21T07:04:07.298616+00:00,fast,340,False,,True,True,47.0,True,96.01,,,,
2026-04-21T07:04:09.271951+00:00,fast,341,False,,True,True,42.2,True,71.61,,,,
2026-04-21T07:04:11.277990+00:00,fast,342,False,,True,True,48.0,True,72.59,,,,
2026-04-21T07:04:13.302568+00:00,fast,343,False,,True,True,46.2,True,94.42,,,,
2026-04-21T07:04:15.280881+00:00,fast,344,False,,True,True,45.8,True,76.57,,,,
2026-04-21T07:04:17.343446+00:00,fast,345,False,,True,True,56.7,True,123.89,,,,
2026-04-21T07:04:19.299176+00:00,fast,346,False,,True,True,55.6,True,78.64,,,,
2026-04-21T07:04:21.287328+00:00,fast,347,False,,True,True,48.4,True,76.33,,,,
2026-04-21T07:04:23.293296+00:00,fast,348,False,,True,True,44.9,True,78.89,,,,
2026-04-21T07:04:25.273940+00:00,fast,349,False,,True,True,46.0,True,68.7,,,,
2026-04-21T07:04:27.287400+00:00,fast,350,False,,True,True,47.5,True,77.78,,,,
2026-04-21T07:04:29.254773+00:00,fast,351,False,,True,True,32.3,True,64.7,,,,
2026-04-21T07:04:31.270437+00:00,fast,352,False,,True,True,34.1,True,74.13,,,,
2026-04-21T07:04:34.116045+00:00,fast,353,False,,True,True,696.0,True,232.22,,,,
2026-04-21T07:04:32.362872+00:00,telemetry,,False,,,,,,,276.446,20.0,,
2026-04-21T07:04:35.293548+00:00,fast,354,False,,True,True,35.6,True,88.19,,,,
2026-04-21T07:04:37.282889+00:00,fast,355,False,,True,True,32.9,True,83.18,,,,
2026-04-21T07:04:32.363299+00:00,throughput,,False,,,,,,,,,13.560683,
2026-04-21T07:04:39.375571+00:00,fast,356,False,,True,True,101.0,True,110.59,,,,
2026-04-21T07:04:41.320288+00:00,fast,357,False,,True,True,37.4,True,117.37,,,,
2026-04-21T07:04:43.288299+00:00,fast,358,False,,True,True,45.4,True,75.03,,,,
2026-04-21T07:04:45.267939+00:00,fast,359,False,,True,True,30.5,True,70.57,,,,
2026-04-21T07:04:47.287245+00:00,fast,360,False,,True,True,32.9,True,84.76,,,,
2026-04-21T07:04:49.277238+00:00,fast,361,False,,True,True,31.2,True,76.95,,,,
2026-04-21T07:04:51.643995+00:00,fast,362,False,,True,True,154.0,True,197.77,,,,
2026-04-21T07:04:53.715414+00:00,fast,363,False,,True,True,190.0,True,220.97,,,,
2026-04-21T07:04:55.646153+00:00,fast,364,False,,True,True,149.0,True,200.21,,,,
2026-04-21T07:04:57.307987+00:00,fast,365,False,,True,True,60.9,True,77.64,,,,
2026-04-21T07:04:59.220535+00:00,fast,366,True,S3_PACKET_LOSS_BURST,True,False,,False,61.21,,,,"S3_PACKET_LOSS_BURST:ping=TIMEOUT  wifi=UP  dns=FAIL(google.com,its.ac.id)"
2026-04-21T07:05:01.204472+00:00,fast,367,True,S6_CONNECTIVITY_FLAP,True,False,,False,54.15,,,,S6_CONNECTIVITY_FLAP:ping=FAIL  all_dns=FAIL  wifi=UP  (upstream down)
2026-04-21T07:05:02.363299+00:00,telemetry,,False,,,,,,,,,,
2026-04-21T07:05:03.208654+00:00,fast,368,True,S6_CONNECTIVITY_FLAP,True,False,,False,55.15,,,,S6_CONNECTIVITY_FLAP:ping=FAIL  all_dns=FAIL  wifi=UP  (upstream down)
2026-04-21T07:05:05.208479+00:00,fast,369,True,S6_CONNECTIVITY_FLAP,True,False,,False,54.54,,,,S6_CONNECTIVITY_FLAP:ping=FAIL  all_dns=FAIL  wifi=UP  (upstream down)
2026-04-21T07:05:07.221119+00:00,fast,370,True,S6_CONNECTIVITY_FLAP,True,False,,False,60.76,,,,S6_CONNECTIVITY_FLAP:ping=FAIL  all_dns=FAIL  wifi=UP  (upstream down)
2026-04-21T07:05:09.286530+00:00,fast,371,False,,True,True,39.2,True,75.47,,,,
2026-04-21T07:05:11.288258+00:00,fast,372,False,,True,True,41.4,True,74.03,,,,
2026-04-21T07:05:13.300882+00:00,fast,373,False,,True,True,46.9,True,77.43,,,,
2026-04-21T07:05:15.301894+00:00,fast,374,False,,True,True,54.4,True,73.33,,,,
2026-04-21T07:05:17.295079+00:00,fast,375,False,,True,True,48.2,True,73.54,,,,
2026-04-21T07:05:19.351132+00:00,fast,376,False,,True,True,79.4,True,87.9,,,,
2026-04-21T07:05:21.305828+00:00,fast,377,False,,True,True,52.8,True,76.04,,,,
2026-04-21T07:05:23.317745+00:00,fast,378,False,,True,True,48.3,True,92.63,,,,
2026-04-21T07:05:25.280560+00:00,fast,379,False,,True,True,36.1,True,71.41,,,,
2026-04-21T07:05:27.278036+00:00,fast,380,False,,True,True,34.9,True,69.61,,,,
2026-04-21T07:05:29.287149+00:00,fast,381,False,,True,True,30.5,True,80.76,,,,
2026-04-21T07:05:31.288028+00:00,fast,382,False,,True,True,33.2,True,75.24,,,,
2026-04-21T07:05:33.374315+00:00,fast,383,False,,True,True,50.8,True,127.76,,,,
2026-04-21T07:05:32.363734+00:00,telemetry,,False,,,,,,,61.375,0.0,,
2026-04-21T07:05:35.297723+00:00,fast,384,False,,True,True,48.7,True,72.25,,,,
2026-04-21T07:05:37.296950+00:00,fast,385,False,,True,True,47.4,True,71.38,,,,
2026-04-21T07:05:32.364368+00:00,throughput,,False,,,,,,,,,16.527263,
2026-04-21T07:05:39.292231+00:00,fast,386,False,,True,True,31.5,True,83.5,,,,
2026-04-21T07:05:41.328324+00:00,fast,387,False,,True,True,34.9,True,115.58,,,,
2026-04-21T07:05:43.300311+00:00,fast,388,False,,True,True,48.7,True,71.83,,,,
2026-04-21T07:05:45.310367+00:00,fast,389,False,,True,True,50.9,True,79.66,,,,
2026-04-21T07:05:47.360916+00:00,fast,390,False,,True,True,91.1,True,84.42,,,,
2026-04-21T07:05:49.308783+00:00,fast,391,False,,True,True,47.1,True,80.5,,,,
2026-04-21T07:05:51.298383+00:00,fast,392,False,,True,True,46.4,True,72.33,,,,
2026-04-21T07:05:53.316896+00:00,fast,393,False,,True,True,54.6,True,81.0,,,,
2026-04-21T07:05:55.334139+00:00,fast,394,False,,True,True,57.8,True,88.46,,,,
2026-04-21T07:05:57.320355+00:00,fast,395,False,,True,True,54.4,True,78.25,,,,
2026-04-21T07:05:59.312427+00:00,fast,396,False,,True,True,46.0,True,80.34,,,,
2026-04-21T07:06:01.322478+00:00,fast,397,False,,True,True,48.2,True,86.22,,,,
2026-04-21T07:06:03.294056+00:00,fast,398,False,,True,True,34.5,True,76.17,,,,
2026-04-21T07:06:02.364191+00:00,telemetry,,False,,,,,,,44.956,0.0,,
2026-04-21T07:06:05.313071+00:00,fast,399,False,,True,True,48.7,True,76.1,,,,
2026-04-21T07:06:07.316051+00:00,fast,400,False,,True,True,49.3,True,77.18,,,,
2026-04-21T07:06:09.317017+00:00,fast,401,False,,True,True,46.2,True,85.23,,,,
2026-04-21T07:06:11.333350+00:00,fast,402,False,,True,True,58.8,True,90.39,,,,
2026-04-21T07:06:13.319414+00:00,fast,403,False,,True,True,52.9,True,82.49,,,,
2026-04-21T07:06:15.317960+00:00,fast,404,False,,True,True,46.2,True,87.05,,,,
2026-04-21T07:06:17.314076+00:00,fast,405,False,,True,True,48.1,True,74.93,,,,
2026-04-21T07:06:19.314637+00:00,fast,406,False,,True,True,48.1,True,81.12,,,,
2026-04-21T07:06:21.338521+00:00,fast,407,False,,True,True,66.4,True,86.57,,,,
2026-04-21T07:06:23.296141+00:00,fast,408,False,,True,True,35.9,True,72.53,,,,
2026-04-21T07:06:25.325143+00:00,fast,409,False,,True,True,57.0,True,77.49,,,,
2026-04-21T07:06:27.312070+00:00,fast,410,False,,True,True,46.2,True,78.79,,,,
2026-04-21T07:06:29.317806+00:00,fast,411,False,,True,True,46.3,True,80.6,,,,
2026-04-21T07:06:31.308759+00:00,fast,412,False,,True,True,46.0,True,74.8,,,,
2026-04-21T07:06:33.358541+00:00,fast,413,False,,True,True,46.3,True,103.95,,,,
2026-04-21T07:06:32.364691+00:00,telemetry,,False,,,,,,,59.622,0.0,,
2026-04-21T07:06:35.368862+00:00,fast,414,False,,True,True,67.4,True,110.88,,,,
2026-04-21T07:06:37.318370+00:00,fast,415,False,,True,True,55.9,True,72.66,,,,
2026-04-21T07:06:32.366807+00:00,throughput,,False,,,,,,,,,16.444567,
2026-04-21T07:06:39.305240+00:00,fast,416,False,,True,True,47.6,True,68.52,,,,
2026-04-21T07:06:41.295675+00:00,fast,417,False,,True,True,33.3,True,72.79,,,,
2026-04-21T07:06:43.294450+00:00,fast,418,False,,True,True,31.5,True,73.12,,,,
2026-04-21T07:06:45.292593+00:00,fast,419,False,,True,True,33.8,True,68.9,,,,
2026-04-21T07:06:47.336645+00:00,fast,420,False,,True,True,51.4,True,86.02,,,,
2026-04-21T07:06:49.324614+00:00,fast,421,False,,True,True,48.0,True,81.89,,,,
2026-04-21T07:06:51.328117+00:00,fast,422,False,,True,True,45.9,True,88.06,,,,
2026-04-21T07:06:53.324938+00:00,fast,423,False,,True,True,50.0,True,79.37,,,,
2026-04-21T07:06:55.325171+00:00,fast,424,False,,True,True,46.9,True,82.38,,,,
2026-04-21T07:06:57.330096+00:00,fast,425,False,,True,True,49.5,True,78.39,,,,
2026-04-21T07:06:59.326199+00:00,fast,426,False,,True,True,45.3,True,83.56,,,,
2026-04-21T07:07:01.328428+00:00,fast,427,False,,True,True,46.3,True,78.4,,,,
2026-04-21T07:07:03.335932+00:00,fast,428,False,,True,True,55.1,True,82.71,,,,
2026-04-21T07:07:02.365156+00:00,telemetry,,False,,,,,,,43.707,0.0,,
2026-04-21T07:07:05.313848+00:00,fast,429,False,,True,True,48.1,True,71.42,,,,
2026-04-21T07:07:07.332259+00:00,fast,430,False,,True,True,66.6,True,69.78,,,,
2026-04-21T07:07:09.310609+00:00,fast,431,False,,True,True,45.9,True,69.33,,,,
2026-04-21T07:07:11.318310+00:00,fast,432,False,,True,True,46.2,True,75.33,,,,
2026-04-21T07:07:13.320820+00:00,fast,433,False,,True,True,50.2,True,72.47,,,,
2026-04-21T07:07:15.314391+00:00,fast,434,False,,True,True,47.3,True,70.59,,,,
2026-04-21T07:07:17.349077+00:00,fast,435,False,,True,True,51.8,True,97.15,,,,
2026-04-21T07:07:19.345788+00:00,fast,436,False,,True,True,69.4,True,73.69,,,,
2026-04-21T07:07:21.342062+00:00,fast,437,False,,True,True,50.9,True,82.87,,,,
2026-04-21T07:07:23.345764+00:00,fast,438,False,,True,True,46.2,True,92.33,,,,
2026-04-21T07:07:25.441575+00:00,fast,439,False,,True,True,44.7,True,181.66,,,,
2026-04-21T07:07:27.633334+00:00,fast,440,False,,True,True,49.0,True,371.92,,,,
2026-04-21T07:07:29.352477+00:00,fast,441,False,,True,True,75.8,True,74.17,,,,
2026-04-21T07:07:31.389002+00:00,fast,442,False,,True,True,65.5,True,119.21,,,,
